sku_id,name_cn,pharmacy_type,current_stock,days_supply,safety_stock,ss_method,target_level_S,recommended_qty,order_date,risk_level,risk_reason,reason,abc_class,xyz_class,vbp_status,expiry_weeks,cold_chain
SKU_0061,糠酸莫米松鼻喷雾剂,hospital,61,16,44.3,Croston-proxy,73.1,12,2026-06-11,Green,库存健康,常规补货,B,Y,na,60,0
SKU_0061,糠酸莫米松鼻喷雾剂,independent,117,43,23.8,Croston-proxy,53.8,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,B,Y,na,71,0
SKU_0062,吸入用异丙托溴铵溶液,chain,152,29,28.7,Classic-normal,68.7,0,2026-06-11,Yellow,库存超过目标水位150%,VBP中选品种需保障供应；库存积压,B,Y,selected,36,0
SKU_0062,吸入用异丙托溴铵溶液,hospital,66,9,41.9,Classic-normal,159.9,93,2026-06-11,Green,库存健康,VBP中选品种需保障供应,B,Y,selected,92,0
SKU_0062,吸入用异丙托溴铵溶液,independent,7,10,20.3,Classic-normal,107.3,100,2026-06-18,Green,库存健康,VBP中选品种需保障供应,B,Y,selected,95,0
SKU_0063,丙戊酸钠片,chain,61,7,30.0,Classic-normal,144.0,83,2026-06-11,Green,库存健康,常规补货,A,X,na,76,0
SKU_0063,丙戊酸钠片,hospital,84,6,37.7,Classic-normal,269.7,185,2026-06-11,Green,库存健康,常规补货,A,X,na,112,0
SKU_0063,丙戊酸钠片,independent,211,39,22.2,Classic-normal,40.2,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,A,X,na,142,0
SKU_0064,卡马西平片,chain,159,25,24.8,Classic-normal,142.8,0,2026-06-11,Green,库存健康,常规补货,A,X,na,116,0
SKU_0064,卡马西平片,hospital,84,7,32.6,Classic-normal,168.6,84,2026-06-11,Green,库存健康,常规补货,A,X,na,74,0
SKU_0064,卡马西平片,independent,102,31,18.6,Classic-normal,102.6,0,2026-06-18,Green,库存健康,常规补货,A,X,na,56,0
SKU_0065,左乙拉西坦片,chain,170,23,25.7,Classic-normal,147.7,0,2026-06-11,Green,库存健康,常规补货,A,X,na,64,0
SKU_0065,左乙拉西坦片,hospital,147,12,31.7,Classic-normal,213.7,66,2026-06-11,Green,库存健康,常规补货,A,X,na,127,0
SKU_0065,左乙拉西坦片,independent,206,35,19.8,Classic-normal,73.8,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,A,X,na,63,0
SKU_0066,帕罗西汀片,chain,190,29,27.7,Classic-normal,133.7,0,2026-06-11,Green,库存健康,常规补货,B,Y,na,103,0
SKU_0066,帕罗西汀片,hospital,125,14,38.4,Classic-normal,162.4,37,2026-06-11,Green,库存健康,常规补货,B,Y,na,66,0
SKU_0066,帕罗西汀片,independent,54,20,19.8,Classic-normal,70.8,16,2026-06-18,Green,库存健康,常规补货,B,Y,na,51,0
SKU_0067,拉莫三嗪片,chain,20,25,24.8,Croston-proxy,51.2,31,2026-06-11,Green,库存健康,常规补货,B,Y,na,101,0
SKU_0067,拉莫三嗪片,hospital,65,23,36.7,Croston-proxy,63.8,0,2026-06-11,Green,库存健康,常规补货,B,Y,na,68,0
SKU_0067,拉莫三嗪片,independent,17,11,16.8,Croston-proxy,46.3,29,2026-06-18,Green,库存健康,常规补货,B,Y,na,54,0
SKU_0068,加巴喷丁胶囊,chain,44,17,25.4,Croston-proxy,48.5,4,2026-06-11,Green,库存健康,常规补货,B,Y,na,61,0
SKU_0068,加巴喷丁胶囊,hospital,53,12,39.1,Croston-proxy,69.6,16,2026-06-11,Green,库存健康,常规补货,B,Y,na,54,0
SKU_0068,加巴喷丁胶囊,independent,36,21,18.0,Croston-proxy,45.0,8,2026-06-18,Green,库存健康,常规补货,B,Y,na,143,0
SKU_0069,普瑞巴林胶囊,chain,56,27,30.0,Croston-proxy,70.2,14,2026-06-11,Green,库存健康,常规补货,B,Y,na,135,0
SKU_0069,普瑞巴林胶囊,hospital,80,13,44.3,Croston-proxy,83.0,3,2026-06-11,Green,库存健康,常规补货,B,Y,na,49,0
SKU_0069,普瑞巴林胶囊,independent,97,43,21.4,Croston-proxy,54.7,0,2026-06-18,Yellow,库存超过目标水位150%,库存积压,B,Y,na,87,0
SKU_0070,托吡酯片,chain,66,20,22.5,Croston-proxy,45.8,0,2026-06-11,Green,库存健康,常规补货,C,Y,na,99,0
SKU_0070,托吡酯片,hospital,0,0,33.6,Croston-proxy,58.7,58,2026-06-11,Red,可售天数不足5天,库存告急,C,Y,na,111,0
SKU_0070,托吡酯片,independent,55,32,16.0,Croston-proxy,47.0,0,2026-06-18,Green,库存健康,常规补货,C,Y,na,69,0
SKU_0071,唑尼沙胺片,chain,35,24,13.5,Croston-proxy,28.3,0,2026-06-11,Green,库存健康,常规补货,C,Z,na,65,0
SKU_0071,唑尼沙胺片,hospital,6,6,22.7,Croston-proxy,42.8,36,2026-06-11,Green,库存健康,常规补货,C,Z,na,95,0
SKU_0071,唑尼沙胺片,independent,0,0,9.5,Classic-normal,18.5,18,2026-06-18,Red,可售天数不足5天,库存告急,C,Z,na,89,0
SKU_0072,拉考沙胺片,chain,23,15,16.6,Croston-proxy,36.5,13,2026-06-11,Green,库存健康,常规补货,C,Y,na,55,0
SKU_0072,拉考沙胺片,hospital,34,13,25.6,Croston-proxy,52.5,18,2026-06-11,Green,库存健康,常规补货,C,Y,na,133,0
SKU_0072,拉考沙胺片,independent,9,12,11.5,Croston-proxy,28.6,19,2026-06-18,Green,库存健康,常规补货,C,Y,na,68,0
SKU_0073,艾司西酞普兰片,chain,19,20,29.0,Croston-proxy,56.9,37,2026-06-11,Green,库存健康,常规补货,B,Y,na,134,0
SKU_0073,艾司西酞普兰片,hospital,0,0,41.9,Croston-proxy,74.7,74,2026-06-11,Red,可售天数不足5天,库存告急,B,Y,na,74,0
SKU_0073,艾司西酞普兰片,independent,9,9,19.8,Croston-proxy,50.8,41,2026-06-18,Green,库存健康,常规补货,B,Y,na,62,0
SKU_0074,文拉法辛缓释片,chain,51,22,26.8,Croston-proxy,54.5,3,2026-06-11,Green,库存健康,常规补货,C,Y,na,136,0
SKU_0074,文拉法辛缓释片,hospital,8,6,37.2,Croston-proxy,62.9,54,2026-06-11,Green,库存健康,常规补货,C,Y,na,45,0
SKU_0074,文拉法辛缓释片,independent,46,21,18.5,Croston-proxy,51.1,5,2026-06-18,Green,库存健康,常规补货,C,Y,na,107,0
SKU_0075,度洛西汀肠溶片,chain,26,25,25.7,Croston-proxy,62.9,36,2026-06-11,Green,库存健康,常规补货,B,Y,na,49,0
SKU_0075,度洛西汀肠溶片,hospital,129,29,37.2,Croston-proxy,64.2,0,2026-06-11,Yellow,库存超过目标水位150%,库存积压,B,Y,na,69,0
SKU_0075,度洛西汀肠溶片,independent,41,21,17.8,Croston-proxy,54.4,13,2026-06-18,Green,库存健康,常规补货,B,Y,na,136,0
SKU_0076,米氮平片,chain,0,0,22.4,Croston-proxy,42.9,42,2026-06-11,Red,可售天数不足5天,库存告急,C,Y,na,88,0
SKU_0076,米氮平片,hospital,0,0,32.6,Croston-proxy,56.2,56,2026-06-11,Red,可售天数不足5天,库存告急,C,Y,na,53,0
SKU_0076,米氮平片,independent,14,11,15.2,Croston-proxy,35.4,21,2026-06-18,Green,库存健康,常规补货,C,Y,na,95,0
SKU_0077,舍曲林片,chain,24,5,28.2,Classic-normal,142.2,118,2026-06-11,Green,库存健康,VBP中选品种需保障供应,B,Y,selected,97,0
SKU_0077,舍曲林片,hospital,81,6,35.0,Classic-normal,185.0,103,2026-06-11,Green,库存健康,VBP中选品种需保障供应,B,Y,selected,133,0
SKU_0077,舍曲林片,independent,36,11,20.0,Classic-normal,32.0,0,2026-06-18,Green,库存健康,VBP中选品种需保障供应,B,Y,selected,79,0
