date,sku_id,pharmacy_type,demand_type,units_sold,week_of_year,ili_pct,is_holiday,vbp_10_active
2024-06-17,SKU_0004,independent,smooth,43,25,6.0,0,0
2024-06-24,SKU_0004,independent,smooth,50,26,6.33,0,0
2024-07-01,SKU_0004,independent,smooth,12,27,5.66,0,0
2024-07-08,SKU_0004,independent,smooth,44,28,5.52,0,0
2024-07-15,SKU_0004,independent,smooth,56,29,5.93,0,0
2024-07-22,SKU_0004,independent,smooth,23,30,5.34,0,0
2024-07-29,SKU_0004,independent,smooth,62,31,4.51,0,0
2024-08-05,SKU_0004,independent,smooth,45,32,4.4,0,0
2024-08-12,SKU_0004,independent,smooth,30,33,3.53,0,0
2024-08-19,SKU_0004,independent,smooth,39,34,2.96,0,0
2024-08-26,SKU_0004,independent,smooth,47,35,2.61,0,0
2024-09-02,SKU_0004,independent,smooth,41,36,1.25,0,0
2024-09-09,SKU_0004,independent,smooth,47,37,0.72,0,0
2024-09-16,SKU_0004,independent,smooth,28,38,0.57,0,0
2024-09-23,SKU_0004,independent,smooth,42,39,0.5,0,0
2024-09-30,SKU_0004,independent,smooth,21,40,0.5,0,0
2024-10-07,SKU_0004,independent,smooth,34,41,0.5,1,0
2024-10-14,SKU_0004,independent,smooth,28,42,0.5,0,0
2024-10-21,SKU_0004,independent,smooth,30,43,0.5,0,0
2024-10-28,SKU_0004,independent,smooth,56,44,0.5,0,0
2024-11-04,SKU_0004,independent,smooth,54,45,0.5,0,0
2024-11-11,SKU_0004,independent,smooth,47,46,0.5,0,0
2024-11-18,SKU_0004,independent,smooth,25,47,0.5,0,0
2024-11-25,SKU_0004,independent,smooth,35,48,0.5,0,0
2024-12-02,SKU_0004,independent,smooth,55,49,0.5,0,0
2024-12-09,SKU_0004,independent,smooth,40,50,0.5,0,0
2024-12-16,SKU_0004,independent,smooth,69,51,0.5,0,0
2024-12-23,SKU_0004,independent,smooth,44,52,0.5,0,0
2024-12-30,SKU_0004,independent,smooth,41,1,0.66,0,0
2025-01-06,SKU_0004,independent,smooth,34,2,1.85,0,0
2025-01-13,SKU_0004,independent,smooth,40,3,1.5,0,0
2025-01-20,SKU_0004,independent,smooth,31,4,1.41,1,0
2025-01-27,SKU_0004,independent,smooth,43,5,2.31,1,0
2025-02-03,SKU_0004,independent,smooth,46,6,1.81,1,0
2025-02-10,SKU_0004,independent,smooth,23,7,2.48,1,0
2025-02-17,SKU_0004,independent,smooth,20,8,1.88,0,0
2025-02-24,SKU_0004,independent,smooth,13,9,2.23,0,0
2025-03-03,SKU_0004,independent,smooth,44,10,2.88,0,0
2025-03-10,SKU_0004,independent,smooth,23,11,3.18,0,0
2025-03-17,SKU_0004,independent,smooth,9,12,3.1,0,0
2025-03-24,SKU_0004,independent,smooth,43,13,3.13,0,0
2025-03-31,SKU_0004,independent,smooth,71,14,3.22,0,0
2025-04-07,SKU_0004,independent,smooth,38,15,2.98,0,1
2025-04-14,SKU_0004,independent,smooth,49,16,3.44,0,1
2025-04-21,SKU_0004,independent,smooth,39,17,3.76,0,1
2025-04-28,SKU_0004,independent,smooth,37,18,4.53,0,1
2025-05-05,SKU_0004,independent,smooth,46,19,4.54,1,1
2025-05-12,SKU_0004,independent,smooth,35,20,4.06,0,1
2025-05-19,SKU_0004,independent,smooth,43,21,5.05,0,1
2025-05-26,SKU_0004,independent,smooth,44,22,5.03,0,1
2025-06-02,SKU_0004,independent,smooth,31,23,5.13,0,1
2025-06-09,SKU_0004,independent,smooth,53,24,5.74,0,1
2025-06-16,SKU_0004,independent,smooth,38,25,5.98,0,1
2025-06-23,SKU_0004,independent,smooth,30,26,5.97,0,1
2025-06-30,SKU_0004,independent,smooth,47,27,5.3,0,1
2025-07-07,SKU_0004,independent,smooth,29,28,5.34,0,1
2025-07-14,SKU_0004,independent,smooth,41,29,5.34,0,1
2025-07-21,SKU_0004,independent,smooth,41,30,5.26,0,1
2025-07-28,SKU_0004,independent,smooth,55,31,4.36,0,1
2025-08-04,SKU_0004,independent,smooth,47,32,3.99,0,1
2025-08-11,SKU_0004,independent,smooth,41,33,3.15,0,1
2025-08-18,SKU_0004,independent,smooth,52,34,2.55,0,1
2025-08-25,SKU_0004,independent,smooth,60,35,2.66,0,1
2025-09-01,SKU_0004,independent,smooth,49,36,2.24,0,1
2025-09-08,SKU_0004,independent,smooth,42,37,1.15,0,1
2025-09-15,SKU_0004,independent,smooth,24,38,0.96,0,1
2025-09-22,SKU_0004,independent,smooth,27,39,0.5,0,1
2025-09-29,SKU_0004,independent,smooth,37,40,0.5,0,1
2025-10-06,SKU_0004,independent,smooth,29,41,0.5,1,1
2025-10-13,SKU_0004,independent,smooth,39,42,0.5,0,1
2025-10-20,SKU_0004,independent,smooth,42,43,0.5,0,1
2025-10-27,SKU_0004,independent,smooth,48,44,0.5,0,1
2025-11-03,SKU_0004,independent,smooth,40,45,0.5,0,1
2025-11-10,SKU_0004,independent,smooth,47,46,0.5,0,1
2025-11-17,SKU_0004,independent,smooth,41,47,0.5,0,1
2025-11-24,SKU_0004,independent,smooth,14,48,0.5,0,1
2025-12-01,SKU_0004,independent,smooth,28,49,0.5,0,1
2025-12-08,SKU_0004,independent,smooth,38,50,0.5,0,1
2025-12-15,SKU_0004,independent,smooth,24,51,0.5,0,1
2025-12-22,SKU_0004,independent,smooth,48,52,0.5,0,1
2025-12-29,SKU_0004,independent,smooth,60,1,1.24,0,1
2026-01-05,SKU_0004,independent,smooth,56,2,0.87,0,1
2026-01-12,SKU_0004,independent,smooth,37,3,1.07,0,1
2026-01-19,SKU_0004,independent,smooth,59,4,1.46,0,1
2026-01-26,SKU_0004,independent,smooth,37,5,2.2,1,1
2026-02-02,SKU_0004,independent,smooth,30,6,2.2,1,1
2026-02-09,SKU_0004,independent,smooth,26,7,2.07,1,1
2026-02-16,SKU_0004,independent,smooth,35,8,2.59,0,1
2026-02-23,SKU_0004,independent,smooth,34,9,2.57,0,1
2026-03-02,SKU_0004,independent,smooth,41,10,2.99,0,1
2026-03-09,SKU_0004,independent,smooth,41,11,2.52,0,1
2026-03-16,SKU_0004,independent,smooth,39,12,2.77,0,1
2026-03-23,SKU_0004,independent,smooth,45,13,2.88,0,1
2026-03-30,SKU_0004,independent,smooth,55,14,2.66,0,1
2026-04-06,SKU_0004,independent,smooth,52,15,3.45,0,1
2026-04-13,SKU_0004,independent,smooth,20,16,3.63,0,1
2026-04-20,SKU_0004,independent,smooth,6,17,3.77,0,1
2026-04-27,SKU_0004,independent,smooth,52,18,3.93,0,1
2026-05-04,SKU_0004,independent,smooth,18,19,3.77,1,1
2026-05-11,SKU_0004,independent,smooth,37,20,4.38,0,1
2026-05-18,SKU_0004,independent,smooth,25,21,4.66,0,1
2026-05-25,SKU_0004,independent,smooth,17,22,4.74,0,1
2024-06-03,SKU_0005,hospital,seasonal,215,23,5.7,0,0
2024-06-10,SKU_0005,hospital,seasonal,220,24,5.63,0,0
2024-06-17,SKU_0005,hospital,seasonal,188,25,6.0,0,0
2024-06-24,SKU_0005,hospital,seasonal,140,26,6.33,0,0
2024-07-01,SKU_0005,hospital,seasonal,189,27,5.66,0,0
2024-07-08,SKU_0005,hospital,seasonal,211,28,5.52,0,0
2024-07-15,SKU_0005,hospital,seasonal,167,29,5.93,0,0
2024-07-22,SKU_0005,hospital,seasonal,206,30,5.34,0,0
2024-07-29,SKU_0005,hospital,seasonal,201,31,4.51,0,0
2024-08-05,SKU_0005,hospital,seasonal,216,32,4.4,0,0
2024-08-12,SKU_0005,hospital,seasonal,204,33,3.53,0,0
2024-08-19,SKU_0005,hospital,seasonal,178,34,2.96,0,0
2024-08-26,SKU_0005,hospital,seasonal,230,35,2.61,0,0
2024-09-02,SKU_0005,hospital,seasonal,197,36,1.25,0,0
2024-09-09,SKU_0005,hospital,seasonal,200,37,0.72,0,0
2024-09-16,SKU_0005,hospital,seasonal,178,38,0.57,0,0
2024-09-23,SKU_0005,hospital,seasonal,190,39,0.5,0,0
2024-09-30,SKU_0005,hospital,seasonal,179,40,0.5,0,0
2024-10-07,SKU_0005,hospital,seasonal,181,41,0.5,1,0
2024-10-14,SKU_0005,hospital,seasonal,242,42,0.5,0,0
2024-10-21,SKU_0005,hospital,seasonal,168,43,0.5,0,0
2024-10-28,SKU_0005,hospital,seasonal,162,44,0.5,0,0
2024-11-04,SKU_0005,hospital,seasonal,236,45,0.5,0,0
2024-11-11,SKU_0005,hospital,seasonal,196,46,0.5,0,0
2024-11-18,SKU_0005,hospital,seasonal,185,47,0.5,0,0
2024-11-25,SKU_0005,hospital,seasonal,226,48,0.5,0,0
2024-12-02,SKU_0005,hospital,seasonal,187,49,0.5,0,0
2024-12-09,SKU_0005,hospital,seasonal,245,50,0.5,0,0
2024-12-16,SKU_0005,hospital,seasonal,218,51,0.5,0,0
2024-12-23,SKU_0005,hospital,seasonal,190,52,0.5,0,0
2024-12-30,SKU_0005,hospital,seasonal,254,1,0.66,0,0
2025-01-06,SKU_0005,hospital,seasonal,188,2,1.85,0,0
2025-01-13,SKU_0005,hospital,seasonal,220,3,1.5,0,0
2025-01-20,SKU_0005,hospital,seasonal,194,4,1.41,1,0
2025-01-27,SKU_0005,hospital,seasonal,218,5,2.31,1,0
2025-02-03,SKU_0005,hospital,seasonal,224,6,1.81,1,0
2025-02-10,SKU_0005,hospital,seasonal,188,7,2.48,1,0
2025-02-17,SKU_0005,hospital,seasonal,185,8,1.88,0,0
2025-02-24,SKU_0005,hospital,seasonal,215,9,2.23,0,0
2025-03-03,SKU_0005,hospital,seasonal,188,10,2.88,0,0
2025-03-10,SKU_0005,hospital,seasonal,252,11,3.18,0,0
2025-03-17,SKU_0005,hospital,seasonal,207,12,3.1,0,0
2025-03-24,SKU_0005,hospital,seasonal,196,13,3.13,0,0
2025-03-31,SKU_0005,hospital,seasonal,209,14,3.22,0,0
2025-04-07,SKU_0005,hospital,seasonal,172,15,2.98,0,1
2025-04-14,SKU_0005,hospital,seasonal,181,16,3.44,0,1
2025-04-21,SKU_0005,hospital,seasonal,234,17,3.76,0,1
2025-04-28,SKU_0005,hospital,seasonal,190,18,4.53,0,1
2025-05-05,SKU_0005,hospital,seasonal,164,19,4.54,1,1
2025-05-12,SKU_0005,hospital,seasonal,218,20,4.06,0,1
2025-05-19,SKU_0005,hospital,seasonal,235,21,5.05,0,1
2025-05-26,SKU_0005,hospital,seasonal,223,22,5.03,0,1
2025-06-02,SKU_0005,hospital,seasonal,230,23,5.13,0,1
2025-06-09,SKU_0005,hospital,seasonal,189,24,5.74,0,1
2025-06-16,SKU_0005,hospital,seasonal,173,25,5.98,0,1
2025-06-23,SKU_0005,hospital,seasonal,243,26,5.97,0,1
2025-06-30,SKU_0005,hospital,seasonal,199,27,5.3,0,1
2025-07-07,SKU_0005,hospital,seasonal,201,28,5.34,0,1
2025-07-14,SKU_0005,hospital,seasonal,239,29,5.34,0,1
2025-07-21,SKU_0005,hospital,seasonal,220,30,5.26,0,1
2025-07-28,SKU_0005,hospital,seasonal,218,31,4.36,0,1
2025-08-04,SKU_0005,hospital,seasonal,259,32,3.99,0,1
2025-08-11,SKU_0005,hospital,seasonal,191,33,3.15,0,1
2025-08-18,SKU_0005,hospital,seasonal,228,34,2.55,0,1
2025-08-25,SKU_0005,hospital,seasonal,208,35,2.66,0,1
2025-09-01,SKU_0005,hospital,seasonal,213,36,2.24,0,1
2025-09-08,SKU_0005,hospital,seasonal,242,37,1.15,0,1
2025-09-15,SKU_0005,hospital,seasonal,218,38,0.96,0,1
2025-09-22,SKU_0005,hospital,seasonal,218,39,0.5,0,1
2025-09-29,SKU_0005,hospital,seasonal,231,40,0.5,0,1
2025-10-06,SKU_0005,hospital,seasonal,181,41,0.5,1,1
2025-10-13,SKU_0005,hospital,seasonal,186,42,0.5,0,1
2025-10-20,SKU_0005,hospital,seasonal,181,43,0.5,0,1
2025-10-27,SKU_0005,hospital,seasonal,159,44,0.5,0,1
2025-11-03,SKU_0005,hospital,seasonal,255,45,0.5,0,1
2025-11-10,SKU_0005,hospital,seasonal,180,46,0.5,0,1
2025-11-17,SKU_0005,hospital,seasonal,201,47,0.5,0,1
2025-11-24,SKU_0005,hospital,seasonal,200,48,0.5,0,1
2025-12-01,SKU_0005,hospital,seasonal,214,49,0.5,0,1
2025-12-08,SKU_0005,hospital,seasonal,226,50,0.5,0,1
2025-12-15,SKU_0005,hospital,seasonal,227,51,0.5,0,1
2025-12-22,SKU_0005,hospital,seasonal,193,52,0.5,0,1
2025-12-29,SKU_0005,hospital,seasonal,203,1,1.24,0,1
2026-01-05,SKU_0005,hospital,seasonal,214,2,0.87,0,1
2026-01-12,SKU_0005,hospital,seasonal,201,3,1.07,0,1
2026-01-19,SKU_0005,hospital,seasonal,246,4,1.46,0,1
2026-01-26,SKU_0005,hospital,seasonal,204,5,2.2,1,1
2026-02-02,SKU_0005,hospital,seasonal,210,6,2.2,1,1
2026-02-09,SKU_0005,hospital,seasonal,208,7,2.07,1,1
2026-02-16,SKU_0005,hospital,seasonal,237,8,2.59,0,1
2026-02-23,SKU_0005,hospital,seasonal,213,9,2.57,0,1
2026-03-02,SKU_0005,hospital,seasonal,178,10,2.99,0,1
2026-03-09,SKU_0005,hospital,seasonal,218,11,2.52,0,1
2026-03-16,SKU_0005,hospital,seasonal,193,12,2.77,0,1
2026-03-23,SKU_0005,hospital,seasonal,197,13,2.88,0,1
2026-03-30,SKU_0005,hospital,seasonal,223,14,2.66,0,1
2026-04-06,SKU_0005,hospital,seasonal,239,15,3.45,0,1
2026-04-13,SKU_0005,hospital,seasonal,210,16,3.63,0,1
2026-04-20,SKU_0005,hospital,seasonal,217,17,3.77,0,1
2026-04-27,SKU_0005,hospital,seasonal,251,18,3.93,0,1
2026-05-04,SKU_0005,hospital,seasonal,200,19,3.77,1,1
2026-05-11,SKU_0005,hospital,seasonal,273,20,4.38,0,1
2026-05-18,SKU_0005,hospital,seasonal,224,21,4.66,0,1
2026-05-25,SKU_0005,hospital,seasonal,169,22,4.74,0,1
2024-06-03,SKU_0005,chain,seasonal,172,23,5.7,0,0
2024-06-10,SKU_0005,chain,seasonal,162,24,5.63,0,0
2024-06-17,SKU_0005,chain,seasonal,187,25,6.0,0,0
2024-06-24,SKU_0005,chain,seasonal,170,26,6.33,0,0
2024-07-01,SKU_0005,chain,seasonal,148,27,5.66,0,0
2024-07-08,SKU_0005,chain,seasonal,119,28,5.52,0,0
2024-07-15,SKU_0005,chain,seasonal,146,29,5.93,0,0
2024-07-22,SKU_0005,chain,seasonal,129,30,5.34,0,0
2024-07-29,SKU_0005,chain,seasonal,136,31,4.51,0,0
2024-08-05,SKU_0005,chain,seasonal,167,32,4.4,0,0
2024-08-12,SKU_0005,chain,seasonal,196,33,3.53,0,0
2024-08-19,SKU_0005,chain,seasonal,162,34,2.96,0,0
2024-08-26,SKU_0005,chain,seasonal,119,35,2.61,0,0
2024-09-02,SKU_0005,chain,seasonal,162,36,1.25,0,0
2024-09-09,SKU_0005,chain,seasonal,182,37,0.72,0,0
2024-09-16,SKU_0005,chain,seasonal,134,38,0.57,0,0
2024-09-23,SKU_0005,chain,seasonal,146,39,0.5,0,0
2024-09-30,SKU_0005,chain,seasonal,151,40,0.5,0,0
2024-10-07,SKU_0005,chain,seasonal,117,41,0.5,1,0
2024-10-14,SKU_0005,chain,seasonal,168,42,0.5,0,0
2024-10-21,SKU_0005,chain,seasonal,147,43,0.5,0,0
2024-10-28,SKU_0005,chain,seasonal,162,44,0.5,0,0
2024-11-04,SKU_0005,chain,seasonal,127,45,0.5,0,0
2024-11-11,SKU_0005,chain,seasonal,139,46,0.5,0,0
2024-11-18,SKU_0005,chain,seasonal,170,47,0.5,0,0
2024-11-25,SKU_0005,chain,seasonal,141,48,0.5,0,0
2024-12-02,SKU_0005,chain,seasonal,197,49,0.5,0,0
2024-12-09,SKU_0005,chain,seasonal,140,50,0.5,0,0
2024-12-16,SKU_0005,chain,seasonal,157,51,0.5,0,0
2024-12-23,SKU_0005,chain,seasonal,176,52,0.5,0,0
2024-12-30,SKU_0005,chain,seasonal,113,1,0.66,0,0
2025-01-06,SKU_0005,chain,seasonal,104,2,1.85,0,0
2025-01-13,SKU_0005,chain,seasonal,111,3,1.5,0,0
2025-01-20,SKU_0005,chain,seasonal,174,4,1.41,1,0
2025-01-27,SKU_0005,chain,seasonal,125,5,2.31,1,0
2025-02-03,SKU_0005,chain,seasonal,209,6,1.81,1,0
2025-02-10,SKU_0005,chain,seasonal,125,7,2.48,1,0
2025-02-17,SKU_0005,chain,seasonal,157,8,1.88,0,0
2025-02-24,SKU_0005,chain,seasonal,194,9,2.23,0,0
2025-03-03,SKU_0005,chain,seasonal,207,10,2.88,0,0
2025-03-10,SKU_0005,chain,seasonal,209,11,3.18,0,0
2025-03-17,SKU_0005,chain,seasonal,186,12,3.1,0,0
2025-03-24,SKU_0005,chain,seasonal,181,13,3.13,0,0
2025-03-31,SKU_0005,chain,seasonal,169,14,3.22,0,0
2025-04-07,SKU_0005,chain,seasonal,174,15,2.98,0,1
2025-04-14,SKU_0005,chain,seasonal,139,16,3.44,0,1
2025-04-21,SKU_0005,chain,seasonal,132,17,3.76,0,1
2025-04-28,SKU_0005,chain,seasonal,154,18,4.53,0,1
2025-05-05,SKU_0005,chain,seasonal,138,19,4.54,1,1
2025-05-12,SKU_0005,chain,seasonal,142,20,4.06,0,1
2025-05-19,SKU_0005,chain,seasonal,174,21,5.05,0,1
2025-05-26,SKU_0005,chain,seasonal,181,22,5.03,0,1
2025-06-02,SKU_0005,chain,seasonal,157,23,5.13,0,1
2025-06-09,SKU_0005,chain,seasonal,195,24,5.74,0,1
2025-06-16,SKU_0005,chain,seasonal,125,25,5.98,0,1
2025-06-23,SKU_0005,chain,seasonal,150,26,5.97,0,1
2025-06-30,SKU_0005,chain,seasonal,136,27,5.3,0,1
2025-07-07,SKU_0005,chain,seasonal,105,28,5.34,0,1
2025-07-14,SKU_0005,chain,seasonal,153,29,5.34,0,1
2025-07-21,SKU_0005,chain,seasonal,152,30,5.26,0,1
2025-07-28,SKU_0005,chain,seasonal,196,31,4.36,0,1
2025-08-04,SKU_0005,chain,seasonal,172,32,3.99,0,1
2025-08-11,SKU_0005,chain,seasonal,127,33,3.15,0,1
2025-08-18,SKU_0005,chain,seasonal,205,34,2.55,0,1
2025-08-25,SKU_0005,chain,seasonal,188,35,2.66,0,1
2025-09-01,SKU_0005,chain,seasonal,170,36,2.24,0,1
2025-09-08,SKU_0005,chain,seasonal,148,37,1.15,0,1
2025-09-15,SKU_0005,chain,seasonal,128,38,0.96,0,1
2025-09-22,SKU_0005,chain,seasonal,144,39,0.5,0,1
2025-09-29,SKU_0005,chain,seasonal,183,40,0.5,0,1
2025-10-06,SKU_0005,chain,seasonal,193,41,0.5,1,1
2025-10-13,SKU_0005,chain,seasonal,196,42,0.5,0,1
2025-10-20,SKU_0005,chain,seasonal,141,43,0.5,0,1
2025-10-27,SKU_0005,chain,seasonal,124,44,0.5,0,1
2025-11-03,SKU_0005,chain,seasonal,158,45,0.5,0,1
2025-11-10,SKU_0005,chain,seasonal,107,46,0.5,0,1
2025-11-17,SKU_0005,chain,seasonal,163,47,0.5,0,1
2025-11-24,SKU_0005,chain,seasonal,151,48,0.5,0,1
2025-12-01,SKU_0005,chain,seasonal,142,49,0.5,0,1
2025-12-08,SKU_0005,chain,seasonal,112,50,0.5,0,1
2025-12-15,SKU_0005,chain,seasonal,169,51,0.5,0,1
2025-12-22,SKU_0005,chain,seasonal,140,52,0.5,0,1
2025-12-29,SKU_0005,chain,seasonal,124,1,1.24,0,1
2026-01-05,SKU_0005,chain,seasonal,78,2,0.87,0,1
2026-01-12,SKU_0005,chain,seasonal,155,3,1.07,0,1
2026-01-19,SKU_0005,chain,seasonal,203,4,1.46,0,1
2026-01-26,SKU_0005,chain,seasonal,189,5,2.2,1,1
2026-02-02,SKU_0005,chain,seasonal,132,6,2.2,1,1
2026-02-09,SKU_0005,chain,seasonal,128,7,2.07,1,1
2026-02-16,SKU_0005,chain,seasonal,169,8,2.59,0,1
2026-02-23,SKU_0005,chain,seasonal,130,9,2.57,0,1
2026-03-02,SKU_0005,chain,seasonal,165,10,2.99,0,1
2026-03-09,SKU_0005,chain,seasonal,177,11,2.52,0,1
2026-03-16,SKU_0005,chain,seasonal,190,12,2.77,0,1
2026-03-23,SKU_0005,chain,seasonal,154,13,2.88,0,1
2026-03-30,SKU_0005,chain,seasonal,151,14,2.66,0,1
2026-04-06,SKU_0005,chain,seasonal,134,15,3.45,0,1
2026-04-13,SKU_0005,chain,seasonal,135,16,3.63,0,1
2026-04-20,SKU_0005,chain,seasonal,152,17,3.77,0,1
2026-04-27,SKU_0005,chain,seasonal,168,18,3.93,0,1
2026-05-04,SKU_0005,chain,seasonal,171,19,3.77,1,1
2026-05-11,SKU_0005,chain,seasonal,137,20,4.38,0,1
2026-05-18,SKU_0005,chain,seasonal,199,21,4.66,0,1
2026-05-25,SKU_0005,chain,seasonal,151,22,4.74,0,1
2024-06-03,SKU_0005,independent,seasonal,81,23,5.7,0,0
2024-06-10,SKU_0005,independent,seasonal,65,24,5.63,0,0
2024-06-17,SKU_0005,independent,seasonal,29,25,6.0,0,0
2024-06-24,SKU_0005,independent,seasonal,101,26,6.33,0,0
2024-07-01,SKU_0005,independent,seasonal,98,27,5.66,0,0
2024-07-08,SKU_0005,independent,seasonal,76,28,5.52,0,0
2024-07-15,SKU_0005,independent,seasonal,83,29,5.93,0,0
2024-07-22,SKU_0005,independent,seasonal,93,30,5.34,0,0
2024-07-29,SKU_0005,independent,seasonal,48,31,4.51,0,0
2024-08-05,SKU_0005,independent,seasonal,70,32,4.4,0,0
2024-08-12,SKU_0005,independent,seasonal,98,33,3.53,0,0
2024-08-19,SKU_0005,independent,seasonal,54,34,2.96,0,0
2024-08-26,SKU_0005,independent,seasonal,87,35,2.61,0,0
2024-09-02,SKU_0005,independent,seasonal,51,36,1.25,0,0
2024-09-09,SKU_0005,independent,seasonal,90,37,0.72,0,0
2024-09-16,SKU_0005,independent,seasonal,79,38,0.57,0,0
2024-09-23,SKU_0005,independent,seasonal,45,39,0.5,0,0
2024-09-30,SKU_0005,independent,seasonal,105,40,0.5,0,0
2024-10-07,SKU_0005,independent,seasonal,57,41,0.5,1,0
2024-10-14,SKU_0005,independent,seasonal,62,42,0.5,0,0
2024-10-21,SKU_0005,independent,seasonal,84,43,0.5,0,0
2024-10-28,SKU_0005,independent,seasonal,105,44,0.5,0,0
2024-11-04,SKU_0005,independent,seasonal,58,45,0.5,0,0
2024-11-11,SKU_0005,independent,seasonal,81,46,0.5,0,0
2024-11-18,SKU_0005,independent,seasonal,89,47,0.5,0,0
2024-11-25,SKU_0005,independent,seasonal,95,48,0.5,0,0
2024-12-02,SKU_0005,independent,seasonal,84,49,0.5,0,0
2024-12-09,SKU_0005,independent,seasonal,72,50,0.5,0,0
2024-12-16,SKU_0005,independent,seasonal,62,51,0.5,0,0
2024-12-23,SKU_0005,independent,seasonal,82,52,0.5,0,0
2024-12-30,SKU_0005,independent,seasonal,57,1,0.66,0,0
2025-01-06,SKU_0005,independent,seasonal,18,2,1.85,0,0
2025-01-13,SKU_0005,independent,seasonal,90,3,1.5,0,0
2025-01-20,SKU_0005,independent,seasonal,94,4,1.41,1,0
2025-01-27,SKU_0005,independent,seasonal,24,5,2.31,1,0
2025-02-03,SKU_0005,independent,seasonal,53,6,1.81,1,0
2025-02-10,SKU_0005,independent,seasonal,88,7,2.48,1,0
2025-02-17,SKU_0005,independent,seasonal,126,8,1.88,0,0
2025-02-24,SKU_0005,independent,seasonal,82,9,2.23,0,0
2025-03-03,SKU_0005,independent,seasonal,66,10,2.88,0,0
2025-03-10,SKU_0005,independent,seasonal,78,11,3.18,0,0
2025-03-17,SKU_0005,independent,seasonal,112,12,3.1,0,0
2025-03-24,SKU_0005,independent,seasonal,68,13,3.13,0,0
2025-03-31,SKU_0005,independent,seasonal,65,14,3.22,0,0
2025-04-07,SKU_0005,independent,seasonal,71,15,2.98,0,1
2025-04-14,SKU_0005,independent,seasonal,62,16,3.44,0,1
2025-04-21,SKU_0005,independent,seasonal,85,17,3.76,0,1
2025-04-28,SKU_0005,independent,seasonal,118,18,4.53,0,1
2025-05-05,SKU_0005,independent,seasonal,83,19,4.54,1,1
2025-05-12,SKU_0005,independent,seasonal,77,20,4.06,0,1
2025-05-19,SKU_0005,independent,seasonal,77,21,5.05,0,1
2025-05-26,SKU_0005,independent,seasonal,49,22,5.03,0,1
2025-06-02,SKU_0005,independent,seasonal,102,23,5.13,0,1
2025-06-09,SKU_0005,independent,seasonal,82,24,5.74,0,1
2025-06-16,SKU_0005,independent,seasonal,80,25,5.98,0,1
2025-06-23,SKU_0005,independent,seasonal,153,26,5.97,0,1
2025-06-30,SKU_0005,independent,seasonal,90,27,5.3,0,1
2025-07-07,SKU_0005,independent,seasonal,67,28,5.34,0,1
2025-07-14,SKU_0005,independent,seasonal,74,29,5.34,0,1
2025-07-21,SKU_0005,independent,seasonal,108,30,5.26,0,1
2025-07-28,SKU_0005,independent,seasonal,86,31,4.36,0,1
2025-08-04,SKU_0005,independent,seasonal,52,32,3.99,0,1
2025-08-11,SKU_0005,independent,seasonal,103,33,3.15,0,1
2025-08-18,SKU_0005,independent,seasonal,68,34,2.55,0,1
2025-08-25,SKU_0005,independent,seasonal,123,35,2.66,0,1
2025-09-01,SKU_0005,independent,seasonal,106,36,2.24,0,1
2025-09-08,SKU_0005,independent,seasonal,72,37,1.15,0,1
2025-09-15,SKU_0005,independent,seasonal,109,38,0.96,0,1
2025-09-22,SKU_0005,independent,seasonal,83,39,0.5,0,1
2025-09-29,SKU_0005,independent,seasonal,100,40,0.5,0,1
2025-10-06,SKU_0005,independent,seasonal,86,41,0.5,1,1
2025-10-13,SKU_0005,independent,seasonal,63,42,0.5,0,1
2025-10-20,SKU_0005,independent,seasonal,68,43,0.5,0,1
2025-10-27,SKU_0005,independent,seasonal,104,44,0.5,0,1
2025-11-03,SKU_0005,independent,seasonal,75,45,0.5,0,1
2025-11-10,SKU_0005,independent,seasonal,73,46,0.5,0,1
2025-11-17,SKU_0005,independent,seasonal,61,47,0.5,0,1
2025-11-24,SKU_0005,independent,seasonal,91,48,0.5,0,1
2025-12-01,SKU_0005,independent,seasonal,127,49,0.5,0,1
2025-12-08,SKU_0005,independent,seasonal,59,50,0.5,0,1
2025-12-15,SKU_0005,independent,seasonal,83,51,0.5,0,1
2025-12-22,SKU_0005,independent,seasonal,113,52,0.5,0,1
2025-12-29,SKU_0005,independent,seasonal,81,1,1.24,0,1
2026-01-05,SKU_0005,independent,seasonal,92,2,0.87,0,1
2026-01-12,SKU_0005,independent,seasonal,60,3,1.07,0,1
2026-01-19,SKU_0005,independent,seasonal,92,4,1.46,0,1
2026-01-26,SKU_0005,independent,seasonal,73,5,2.2,1,1
2026-02-02,SKU_0005,independent,seasonal,98,6,2.2,1,1
2026-02-09,SKU_0005,independent,seasonal,102,7,2.07,1,1
2026-02-16,SKU_0005,independent,seasonal,139,8,2.59,0,1
2026-02-23,SKU_0005,independent,seasonal,96,9,2.57,0,1
2026-03-02,SKU_0005,independent,seasonal,91,10,2.99,0,1
2026-03-09,SKU_0005,independent,seasonal,88,11,2.52,0,1
2026-03-16,SKU_0005,independent,seasonal,76,12,2.77,0,1
2026-03-23,SKU_0005,independent,seasonal,91,13,2.88,0,1
2026-03-30,SKU_0005,independent,seasonal,77,14,2.66,0,1
2026-04-06,SKU_0005,independent,seasonal,88,15,3.45,0,1
2026-04-13,SKU_0005,independent,seasonal,113,16,3.63,0,1
2026-04-20,SKU_0005,independent,seasonal,63,17,3.77,0,1
2026-04-27,SKU_0005,independent,seasonal,109,18,3.93,0,1
